,temp,humid,height
0,58.08696502797351,49.84830412950745,122.2223676791309
1,70.58208718446,22.855445532540653,110.07966646284348
2,75.8685709380027,72.85683438714968,256.8125278298234
3,74.73237624573545,38.90756631014691,167.88960137431513
4,77.3846657999541,42.57052421784956,188.91431187712925
5,61.10485570374477,27.762845725518424,80.90894606220616
6,50.812287847009586,39.602291868261744,64.6671405155113
7,65.53485047932979,52.84598191485209,162.20848267824715
8,78.12525822394198,60.34360042856234,236.41340242843717
9,81.4282281451502,51.27899549030161,227.96963649635978
10,58.93665025993972,22.056900638789937,56.99805780341528
11,76.25667347765007,27.142636653755762,145.55207204324088
12,63.99361310081195,35.62459375310085,112.65370427962806
13,66.07891846867842,18.04727577801822,78.69369142614003
14,67.65846625276664,36.487945645762295,130.71152387562418
15,61.532062819315954,17.277291629712032,56.96963544634271
16,79.15402117702074,44.93126664489527,202.25025834830927
17,73.24083969394795,34.22376579375525,149.68484776576193
18,70.9707754934804,54.52967485799334,189.97241961277211
19,69.27989878419666,55.052993468380365,184.16877655865466
20,65.36582307187538,33.01405369644615,112.549036961334
21,59.37696286273895,47.10388645952772,120.82927575773223
22,85.79212815507391,51.51152093729363,247.46806187506562
23,70.13001891877907,61.80301115735975,204.35496638802334
24,60.80575765766197,63.24901607526309,167.10592024531192
25,67.80328112162488,45.3566885726762,153.71642616640486
26,70.05113456642461,36.481192999372794,141.76504661823057
27,56.71813951101569,42.952918538036855,98.55888129036633
28,68.8435171761176,35.48344456616067,133.37107817397646
29,74.96714153011233,37.92603548243223,166.93985116250522
30,70.91760776535503,10.186466280986608,80.3803037311993
31,71.73180925851182,45.77976069593255,172.02617239506998
32,52.75082167486967,31.56568706138541,54.46711220508706
33,63.19975278421509,43.48380545741505,128.78799408404686
34,55.84629257949586,33.69032015851961,72.86008754028377
35,88.8618590121053,42.61866719247759,239.08946565549724
36,76.47688538100692,62.84544784612038,235.08731070579313
37,63.23077999694041,49.175144332613016,142.7810472793658
38,72.93072473298682,29.28472872960448,136.30191078445654
39,79.63376129244321,46.191713904047475,208.0840298746242
40,72.41962271566034,11.300796330133032,89.87842288572524
41,43.80254895910255,52.32853756562836,65.73039695626473
42,67.5461188399713,28.693957534637654,111.28000263751584
43,60.91975924478789,18.815444479970626,58.14058474945129
44,75.21941565616898,44.45477009849779,183.94648495775914
45,78.1351721736967,21.53703525349067,139.73965654931288
46,62.979469061226474,35.085067801033475,107.50714780720517
47,78.22544912103189,21.687345250434667,140.88627319722923
48,84.65648768921554,36.61335549270196,206.17213867702634
49,61.91506397106812,32.47364434623195,95.64810651678357
50,61.607824767773614,35.36181436223178,101.5493243112
51,70.99651365087641,32.44786518825701,136.13172582279327
52,73.61636025047635,30.323203680923136,141.46397641889
53,65.30525614065049,48.13840065378947,149.629122284632
54,65.2082576215471,37.215115350042744,122.11414713177722
55,58.490064225776976,45.63547027518508,113.61246885265153
56,78.2206015999449,68.4518947398092,255.82888624063895
57,68.07639035218878,44.523210135004184,152.9238823823016
58,84.77894044741517,32.22594672589529,195.85374503880033
59,54.493365689338674,41.02844462209041,84.15641275727688
60,64.70239796232961,47.699011496700344,145.6520171522779
61,70.87047068238171,35.51488974301199,142.54574441336678
62,70.60230209941027,76.94863168727929,243.98779581596136
63,57.63049289121918,20.193150803735854,46.944522613295376
64,69.22898290585896,45.117279622249654,159.32363362640842
65,68.3871428833399,46.060762852218076,157.51018022863224
66,53.92516765438772,42.769507877984566,86.32298149505141
67,73.43618289568461,13.554397669558991,99.78990077257889
68,88.65774511144757,47.10749381367681,249.42742294822364
69,62.16746707663763,35.16907725691487,104.071397752955
70,63.98293387770603,67.78417276763406,192.1502139315092
71,66.57285483473231,27.965840961675717,105.50860071832219
72,80.30999522495951,53.96920178674298,229.8916146766439
73,72.2745993460413,59.60714131423642,208.6836685811075
74,59.87168879665576,44.71370998892911,117.35041316804833
75,72.50492850345877,45.19672314245464,173.67062792453254
76,60.253183297726785,51.806269056136784,136.79091034457116
77,77.91031947043047,26.359188178078917,150.20890523893257
78,67.35343166762044,80.80253749884429,239.01740850670967
79,72.14093744130204,21.31391831932018,113.45501016864897
80,72.08863595004756,10.604948141803366,87.15812289379872
81,69.65288230294756,22.46982943570702,104.95950805483238
82,72.7669079933002,52.40774873554036,192.61994755005622
83,59.29107501938888,47.23708622864778,121.1038096950426
84,69.86502775262066,24.134336065661493,110.11060089519268
85,73.31263431403563,54.63317690683539,200.7188561375565
86,67.7653721467415,50.71000741138138,166.7317003045662
87,64.55617275474818,41.663838845647994,130.14824419563615
88,72.57550390722764,38.883311263507494,158.85775675555303
89,70.67528204687923,18.628777206798148,100.35478200481
90,69.64173960890048,63.46965483721009,206.21485919412376
91,84.02794310936099,18.972234058115788,159.36023707902464
92,55.214780096325725,29.20233687407937,58.35934804092152
93,61.16142563798867,42.305876589182915,116.7128522622311
94,81.58595579007404,27.689765224724344,170.11978891005137
95,73.61395605508415,63.07054849698954,222.8670132778223
96,72.96120277064576,43.91582908269834,172.34425452533867
97,60.09463674869312,31.50553405595842,85.25977996294232
98,65.39361229040213,55.856833393283736,169.21878348860818
99,72.59882794248423,51.72734307665966,190.11282351654106
